CustomerID,Phone Service,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies
9809-IMGCQ,Yes,Fiber optic,No,No,No,No,Yes,Yes
5208-HFSBT,Yes,DSL,No,Yes,No,Yes,No,No
3254-YRILK,Yes,Fiber optic,No,Yes,No,No,Yes,No
2667-WYLWJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0529-ONKER,Yes,Fiber optic,No,No,No,No,No,No
5240-IJOQT,Yes,Fiber optic,No,No,No,No,No,No
1092-GANHU,Yes,Fiber optic,No,No,Yes,No,No,No
0661-XEYAN,No,DSL,No,No,No,No,No,No
7881-EVUAD,No,DSL,Yes,Yes,No,No,No,Yes
5766-XQXMQ,Yes,DSL,Yes,Yes,Yes,No,No,Yes
3703-VAVCL,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
8519-QJGJD,Yes,Fiber optic,No,No,Yes,No,No,No
6326-MTTXK,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
0330-IVZHA,Yes,Fiber optic,No,No,No,No,No,No
2886-KEFUM,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4237-RLAQD,Yes,DSL,No,No,No,No,No,No
9651-GTSAQ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3186-BAXNB,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
0637-YLETY,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1157-BQCUW,Yes,Fiber optic,No,No,No,No,No,No
2660-EMUBI,Yes,Fiber optic,No,No,No,No,Yes,Yes
7675-OZCZG,Yes,DSL,No,No,No,No,No,No
2003-CKLOR,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9254-RBFON,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
1205-WNWPJ,Yes,DSL,No,No,No,Yes,Yes,No
9391-EOYLI,Yes,Fiber optic,No,No,No,No,No,Yes
8387-MOJJT,Yes,Fiber optic,No,No,No,No,Yes,No
2761-OCIAX,Yes,Fiber optic,No,Yes,No,No,No,No
3068-OMWZA,Yes,Fiber optic,No,No,Yes,No,Yes,No
6032-KRXXO,Yes,Fiber optic,No,No,No,No,Yes,Yes
7459-RRWQZ,Yes,DSL,Yes,No,No,No,No,Yes
4154-AQUGT,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
3092-IGHWF,Yes,Fiber optic,No,Yes,Yes,No,No,No
8017-LXHFA,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6352-TWCAU,Yes,Fiber optic,No,No,No,No,Yes,No
2929-QNSRW,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1262-OPMFY,Yes,Fiber optic,No,No,Yes,No,No,No
4248-QPAVC,Yes,Fiber optic,Yes,No,Yes,No,No,No
1899-VXWXM,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4690-LLKUA,Yes,DSL,No,No,No,No,No,No
3331-HQDTW,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9490-DFPMD,Yes,Fiber optic,No,No,No,No,Yes,No
5442-XSDCW,Yes,Fiber optic,No,No,No,No,Yes,No
3049-NDXFL,Yes,Fiber optic,No,No,No,No,No,Yes
8580-AECUZ,Yes,Fiber optic,No,No,No,No,Yes,No
7963-GQRMY,Yes,DSL,No,No,No,No,No,No
1228-FZFRV,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
2058-DCJBE,Yes,Fiber optic,No,No,No,No,No,No
5364-XYIRR,Yes,Fiber optic,No,No,No,No,Yes,Yes
4829-AUOAX,Yes,Fiber optic,No,No,No,No,Yes,Yes
5047-LHVLY,Yes,DSL,No,No,Yes,No,No,No
9158-VCTQB,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6311-UEUME,Yes,Fiber optic,No,No,No,No,Yes,No
6839-ITVZJ,Yes,DSL,No,Yes,No,Yes,No,No
0375-HVGXO,No,DSL,No,No,No,No,Yes,No
8593-WHYHV,Yes,Fiber optic,No,No,No,No,No,Yes
6097-EQISJ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4423-YLHDV,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
0107-YHINA,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8640-SDGKB,Yes,DSL,No,No,Yes,Yes,Yes,Yes
4116-TZAQJ,Yes,Fiber optic,Yes,No,No,No,No,No
3877-JRJIP,Yes,DSL,No,No,No,No,Yes,No
8375-DKEBR,Yes,Fiber optic,No,No,No,No,No,No
7511-YMXVQ,No,DSL,No,No,No,No,Yes,Yes
7551-JOHTI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9804-ICWBG,Yes,Fiber optic,No,No,No,No,No,No
5318-IXUZF,Yes,Fiber optic,No,Yes,No,No,Yes,No
3198-VELRD,Yes,Fiber optic,No,No,No,No,No,Yes
9436-ZBZCT,Yes,Fiber optic,No,No,No,Yes,Yes,No
7279-BUYWN,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7156-MHUGY,Yes,Fiber optic,No,No,No,No,Yes,Yes
7198-GLXTC,Yes,Fiber optic,No,No,No,No,Yes,No
0516-VRYBW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8380-PEFPE,Yes,Fiber optic,No,No,No,No,No,No
5687-DKDTV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7530-HDYDS,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
3096-IZETN,Yes,Fiber optic,No,No,No,No,No,Yes
5922-ABDVO,Yes,Fiber optic,No,No,Yes,No,No,Yes
9172-ANCRX,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
6910-HADCM,Yes,Fiber optic,No,No,Yes,No,No,No
4816-LXZYW,Yes,Fiber optic,No,Yes,No,No,No,No
9606-PBKBQ,Yes,Fiber optic,No,No,No,No,No,Yes
3536-IQCTX,Yes,Fiber optic,No,No,No,No,No,Yes
4911-BANWH,Yes,Fiber optic,No,No,No,No,Yes,No
8496-EJAUI,Yes,Fiber optic,No,Yes,No,No,No,No
3132-TVFDZ,No,DSL,No,No,No,No,Yes,Yes
8080-DDEMJ,Yes,DSL,No,No,No,No,No,No
6365-MTGZX,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
1349-WXNGG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6990-YNRIO,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0621-TWIEM,Yes,DSL,No,No,No,No,No,No
2485-ITVKB,No,DSL,No,No,No,No,No,Yes
3669-OYSJI,Yes,DSL,No,No,No,No,No,No
1612-EOHDH,Yes,DSL,No,No,No,No,No,No
6702-OHFWR,No,DSL,No,Yes,Yes,No,No,Yes
4510-PYUSH,Yes,DSL,Yes,Yes,No,No,No,No
7517-SAWMO,Yes,Fiber optic,Yes,No,No,No,No,No
4143-HHPMK,Yes,Fiber optic,No,Yes,No,No,No,Yes
7054-LGEQW,Yes,DSL,No,No,No,No,No,No
0923-PNFUB,Yes,Fiber optic,No,Yes,No,No,Yes,No
3494-JCHRQ,Yes,Fiber optic,No,No,No,No,No,No
6474-FVJLC,Yes,Fiber optic,No,No,No,No,No,Yes
8840-DQLGN,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
4547-LYTDD,Yes,Fiber optic,No,No,No,No,No,No
6770-XUAGN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4193-ORFCL,Yes,DSL,No,No,No,No,No,No
7776-QWNFX,Yes,DSL,No,Yes,No,No,No,No
6689-TCZHQ,Yes,Fiber optic,No,No,No,No,No,Yes
3143-ILDAL,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
4720-VSTSI,Yes,Fiber optic,No,Yes,Yes,No,No,No
3946-MHCZW,Yes,DSL,No,No,Yes,No,No,No
6651-AZVTJ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4566-GOLUK,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2484-DGXPZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4587-NUKOX,Yes,Fiber optic,Yes,Yes,No,No,No,No
0420-BWTPW,No,DSL,No,No,No,No,No,No
8183-ONMXC,Yes,Fiber optic,No,No,No,No,No,Yes
9614-RMGHA,Yes,Fiber optic,No,Yes,No,No,Yes,No
5054-IEXZT,Yes,Fiber optic,No,Yes,No,No,No,No
5834-ASPWA,Yes,Fiber optic,No,No,No,No,No,No
3948-XHGNA,Yes,DSL,Yes,No,No,No,No,No
0565-IYCGT,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
5445-UTODQ,Yes,Fiber optic,No,No,No,No,Yes,No
1024-VRZHF,Yes,Fiber optic,No,No,No,No,No,No
9497-QCMMS,Yes,Fiber optic,No,No,No,No,Yes,Yes
0348-SDKOL,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
4373-MAVJG,Yes,Fiber optic,No,Yes,No,No,No,Yes
8901-HJXTF,No,DSL,No,Yes,No,No,No,No
5419-KLXBN,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
3424-NMNBO,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
4514-GFCFI,Yes,Fiber optic,No,No,No,No,Yes,No
9828-AOQLM,Yes,DSL,No,No,No,No,No,No
8000-REIQB,Yes,Fiber optic,No,No,No,No,No,No
7615-ESMYF,No,DSL,No,No,No,No,Yes,Yes
3858-VOBET,Yes,Fiber optic,No,No,No,No,No,No
1447-PJGGA,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8565-CLBZW,Yes,Fiber optic,No,No,Yes,No,Yes,No
9139-WQQDY,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
0224-HJAPT,Yes,DSL,No,No,No,No,No,No
8086-OVPWV,Yes,Fiber optic,No,No,No,No,No,Yes
9430-FRQOC,Yes,Fiber optic,No,No,Yes,Yes,No,No
3074-GQWYX,Yes,Fiber optic,No,No,No,No,No,No
6845-RGTYS,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
8861-HGGKB,Yes,Fiber optic,No,No,No,No,No,Yes
7065-YUNRY,Yes,DSL,No,No,No,No,No,No
7694-VLBWQ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4795-KTRTH,Yes,Fiber optic,No,Yes,No,No,No,No
6481-OGDOO,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
3753-TSEMP,Yes,Fiber optic,No,No,No,No,Yes,Yes
8305-VHZBZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9172-JITSM,Yes,Fiber optic,No,No,No,No,Yes,Yes
6298-QDFNH,Yes,Fiber optic,No,Yes,No,No,No,No
9961-JBNMK,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6173-ITPWD,Yes,Fiber optic,No,Yes,Yes,No,No,No
9734-UYXQI,Yes,DSL,No,No,No,No,No,No
2189-UXTKY,Yes,DSL,Yes,No,No,Yes,Yes,Yes
4958-GZWIY,Yes,DSL,No,No,Yes,No,No,No
6356-ELRKD,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
8624-GIOUT,Yes,DSL,Yes,Yes,No,No,No,No
6179-GJPSO,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3177-LASXD,Yes,Fiber optic,No,No,No,No,No,No
4897-QSUYC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1084-UQCHV,Yes,Fiber optic,No,No,No,No,No,No
8290-YWKHZ,Yes,Fiber optic,No,No,No,No,Yes,Yes
2955-BJZHG,Yes,Fiber optic,No,No,No,No,Yes,No
3806-DXQOM,No,DSL,Yes,Yes,No,No,No,No
9300-RENDD,Yes,Fiber optic,No,No,No,No,Yes,No
0761-AETCS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2153-MREFK,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes
3106-ULWFW,Yes,Fiber optic,No,No,No,No,No,Yes
0925-VYDLG,Yes,Fiber optic,No,No,No,No,No,No
4349-GFQHK,Yes,DSL,No,No,Yes,No,No,No
7802-EFKNY,No,DSL,No,No,No,No,No,No
8035-BUYVG,No,DSL,Yes,Yes,Yes,No,No,No
9787-XVQIU,Yes,Fiber optic,No,No,No,No,No,No
8945-MUQUF,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
8051-HJRLT,Yes,Fiber optic,No,No,No,No,No,No
3023-GFLBR,Yes,Fiber optic,No,No,No,No,No,Yes
0524-IAVZO,Yes,Fiber optic,No,No,No,No,No,Yes
2737-YNGYW,Yes,Fiber optic,No,No,No,No,No,Yes
5159-YFPKQ,Yes,Fiber optic,No,No,Yes,No,No,No
4021-RQSNY,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9061-TIHDA,Yes,Fiber optic,No,No,No,No,Yes,Yes
8699-ASUFO,Yes,Fiber optic,No,No,No,No,No,No
7927-AUXBZ,Yes,Fiber optic,No,No,No,Yes,Yes,No
4695-WJZUE,Yes,Fiber optic,No,No,Yes,No,No,Yes
7619-ODSGN,Yes,DSL,Yes,No,No,No,No,No
3988-RQIXO,Yes,Fiber optic,No,No,No,No,Yes,Yes
2514-GINMM,Yes,Fiber optic,No,No,No,No,Yes,No
5931-FLJJF,Yes,Fiber optic,No,No,No,No,No,No
2659-VXMWZ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3207-OYBWH,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
4285-GYRQC,Yes,Fiber optic,No,No,Yes,No,Yes,No
7216-EWTRS,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8337-MSSXB,Yes,Fiber optic,No,Yes,No,No,No,Yes
8182-BJDSI,Yes,Fiber optic,No,Yes,No,No,No,Yes
2528-HFYZX,Yes,Fiber optic,No,Yes,No,No,No,No
2482-CZGBB,Yes,Fiber optic,No,No,No,No,No,No
0866-QLSIR,Yes,DSL,Yes,Yes,No,Yes,No,No
7181-BQYBV,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
6204-IEUXJ,Yes,Fiber optic,No,No,Yes,Yes,No,No
4529-CKBCL,Yes,Fiber optic,No,No,No,No,Yes,No
2506-CLAKW,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
1583-IHQZE,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0151-ONTOV,Yes,Fiber optic,No,No,No,No,No,No
4140-MUHUG,Yes,Fiber optic,No,No,Yes,No,Yes,No
0320-JDNQG,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
7180-PISOG,Yes,Fiber optic,No,No,No,No,No,No
3571-RFHAR,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9578-VRMNM,Yes,DSL,No,No,Yes,No,No,Yes
1587-FKLZB,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6140-QNRQQ,Yes,Fiber optic,No,No,No,No,No,No
4307-KTUMW,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
5440-FLBQG,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7470-MCQTK,No,DSL,No,No,Yes,No,Yes,Yes
7488-MXJIV,Yes,Fiber optic,No,No,No,No,Yes,No
2027-FECZV,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2672-DZUOY,No,DSL,No,No,No,No,No,No
3870-MQAMG,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4800-CZMPC,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
7377-DMMRI,Yes,DSL,Yes,No,No,No,No,No
8949-JTMAY,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2774-LVQUS,Yes,Fiber optic,No,No,Yes,Yes,No,No
3211-ILJTT,Yes,Fiber optic,No,No,No,No,No,No
4612-THJBS,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4094-NSEDU,Yes,Fiber optic,No,No,No,No,Yes,Yes
5103-MHMHY,Yes,DSL,No,No,No,No,No,No
1846-XWOQN,Yes,Fiber optic,No,No,No,No,No,No
0235-KGSLC,Yes,Fiber optic,No,No,Yes,No,Yes,No
2884-GBPFB,Yes,Fiber optic,No,No,No,No,No,No
3757-NJYBX,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5136-KCKGI,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3722-WPXTK,Yes,Fiber optic,No,No,No,No,Yes,Yes
2929-ERCFZ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7548-SEPYI,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
8835-VSDSE,Yes,Fiber optic,No,No,No,No,No,No
1623-NLDOT,No,DSL,No,Yes,No,Yes,No,No
9898-KZQDZ,Yes,Fiber optic,No,No,No,No,Yes,Yes
5236-PERKL,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7854-FOKSF,No,DSL,No,No,No,No,No,Yes
2519-FAKOD,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8263-JQAIK,No,DSL,No,No,No,No,No,No
7089-IVVAZ,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
2205-YMZZJ,Yes,Fiber optic,No,No,No,No,Yes,No
1254-IZEYF,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
9492-TOKRI,Yes,Fiber optic,No,Yes,No,No,Yes,No
9221-OTIVJ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3325-FUYCG,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5908-QMGOE,Yes,Fiber optic,No,No,No,No,No,No
8481-YYXWG,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
2609-IAICY,Yes,Fiber optic,No,No,No,No,No,No
1740-CSDJP,No,DSL,No,No,No,No,No,Yes
2636-OHFMN,No,DSL,No,Yes,No,No,Yes,Yes
1323-OOEPC,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
0397-GZBBC,Yes,Fiber optic,No,No,No,No,Yes,Yes
7641-EUYET,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
9921-ZVRHG,Yes,Fiber optic,No,No,Yes,No,No,No
4701-MLJPN,Yes,DSL,No,No,Yes,Yes,No,No
9206-GVPEQ,No,DSL,Yes,No,No,Yes,Yes,Yes
1596-BBVTG,Yes,Fiber optic,No,No,No,No,No,No
8433-WXGNA,Yes,Fiber optic,Yes,No,No,No,No,No
3707-GNWHM,Yes,Fiber optic,No,No,No,No,No,No
8922-LIEGH,Yes,Fiber optic,No,Yes,No,No,No,Yes
8245-UMPYT,Yes,Fiber optic,No,No,No,No,Yes,Yes
5186-SAMNZ,Yes,Fiber optic,No,No,No,No,No,No
5373-SFODM,Yes,Fiber optic,No,No,No,No,No,Yes
5766-ZJYBB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8931-GJJIQ,Yes,Fiber optic,No,No,No,No,No,Yes
4277-PVRAN,Yes,Fiber optic,No,No,No,No,Yes,No
0022-TCJCI,Yes,DSL,Yes,No,Yes,No,No,Yes
0203-HHYIJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0952-KMEEH,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
8178-EYZUO,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5130-IEKQT,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3230-WYKIR,Yes,DSL,No,No,Yes,Yes,Yes,Yes
0407-BDJKB,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
9600-UDOPK,Yes,Fiber optic,No,No,No,No,Yes,Yes
4074-SJFFA,Yes,DSL,No,No,No,No,No,Yes
3269-ATYWD,Yes,Fiber optic,No,No,No,No,Yes,Yes
4910-GMJOT,Yes,Fiber optic,No,No,No,No,Yes,Yes
0354-WYROK,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
7576-OYWBN,Yes,Fiber optic,No,No,No,No,No,No
5539-TMZLF,Yes,Fiber optic,No,No,No,No,No,No
4323-SADQS,No,DSL,Yes,No,No,Yes,No,No
4446-BZKHU,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5202-IVJNU,No,DSL,No,No,Yes,No,No,No
5976-JCJRH,Yes,Fiber optic,No,No,No,No,No,No
0137-OCGAB,Yes,Fiber optic,No,Yes,No,No,No,No
3351-NQLDI,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
7593-JNWRU,Yes,DSL,No,No,No,No,No,No
4588-YBNIB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3336-JORSO,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5028-GZLDO,Yes,Fiber optic,No,No,No,No,No,No
6861-XWTWQ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6877-TJMBR,Yes,Fiber optic,No,No,No,Yes,Yes,No
6769-DCQLI,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2433-KMEAS,Yes,DSL,Yes,No,No,No,No,No
2195-ZRVAX,Yes,Fiber optic,No,No,Yes,No,No,Yes
3550-SAHFP,Yes,Fiber optic,No,No,No,No,No,Yes
2011-TRQYE,No,DSL,No,Yes,Yes,No,No,No
4873-ILOLJ,Yes,Fiber optic,No,No,No,No,Yes,Yes
2725-KXXWT,Yes,Fiber optic,No,No,No,No,Yes,Yes
9565-DJPIB,Yes,Fiber optic,No,Yes,No,No,Yes,No
8348-HFYIV,No,DSL,No,No,Yes,No,Yes,Yes
6849-WLEYG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4659-NZRUF,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
8429-XIBUM,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2608-BHKFN,Yes,Fiber optic,No,No,No,No,No,No
7341-LXCAF,Yes,Fiber optic,No,No,No,No,No,No
9462-MJUAW,Yes,DSL,No,No,No,No,No,No
8128-YVJRG,Yes,Fiber optic,Yes,No,No,No,No,No
4283-FUTGF,Yes,Fiber optic,No,No,Yes,No,No,No
1569-TTNYJ,Yes,Fiber optic,No,Yes,No,No,No,No
2397-BRLOM,Yes,Fiber optic,No,No,No,No,Yes,No
4749-VFKVB,Yes,DSL,No,No,No,No,No,No
7598-UAASY,Yes,Fiber optic,No,No,Yes,No,No,No
7938-OUHIO,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
8510-AWCXC,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0431-APWVY,Yes,Fiber optic,No,No,No,No,Yes,Yes
3426-NIYYL,Yes,DSL,No,No,No,No,No,No
8225-BTJAU,Yes,Fiber optic,No,No,No,No,No,Yes
3387-VATUS,Yes,Fiber optic,No,No,No,No,Yes,Yes
1143-NMNQJ,Yes,Fiber optic,No,No,No,No,No,Yes
0415-MOSGF,Yes,DSL,No,No,No,No,No,No
1724-BQUHA,Yes,Fiber optic,No,No,No,No,Yes,Yes
4826-XTSOH,Yes,Fiber optic,No,No,No,No,Yes,No
2495-INZWQ,No,DSL,No,No,No,No,Yes,Yes
4139-SUGLD,No,DSL,Yes,No,No,Yes,No,No
6857-VWJDT,Yes,Fiber optic,No,No,No,No,Yes,Yes
5624-BQSSA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2408-WITXK,No,DSL,No,No,No,No,No,Yes
5577-OTWWW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6100-QQHEB,Yes,Fiber optic,No,No,No,No,Yes,Yes
2634-HCZGT,Yes,DSL,Yes,No,No,Yes,No,No
7503-QQRVF,Yes,Fiber optic,No,Yes,No,No,No,No
2691-NZETQ,Yes,Fiber optic,No,No,No,No,Yes,No
4404-HIBDJ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
7295-JOMMD,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5013-SBUIH,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
0709-TVGUR,Yes,Fiber optic,No,No,No,No,No,No
6023-YEBUP,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7209-JCUDS,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3001-CBHLQ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
6158-DWPZT,No,DSL,No,No,No,No,No,No
3763-GCZHZ,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
0772-GYEQQ,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
4831-EOBFE,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4102-OQUPX,Yes,Fiber optic,No,No,No,No,No,No
9170-GYZJC,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
3999-QGRJH,Yes,Fiber optic,No,No,No,No,No,No
2454-RPBRZ,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
2002-MZHWP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2265-CYWIV,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2004-OCQXK,Yes,Fiber optic,No,No,No,No,No,Yes
5027-QPKTE,Yes,Fiber optic,No,No,No,No,No,No
2672-HUYVI,Yes,Fiber optic,No,No,No,No,Yes,Yes
7508-MYBOG,Yes,Fiber optic,No,No,No,No,Yes,No
0148-DCDOS,Yes,Fiber optic,No,No,No,No,Yes,Yes
9992-RRAMN,Yes,Fiber optic,No,No,No,No,No,Yes
0310-MVLET,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4550-VBOFE,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5696-QURRL,Yes,DSL,No,No,No,No,No,No
7409-KIUTL,Yes,Fiber optic,No,No,No,No,No,No
1732-VHUBQ,Yes,Fiber optic,No,No,No,No,No,No
0495-RVCBF,Yes,Fiber optic,No,No,No,No,No,Yes
7854-EDSSA,Yes,DSL,Yes,Yes,No,No,No,No
8869-TORSS,Yes,DSL,Yes,No,Yes,Yes,No,No
0679-IDSTG,Yes,Fiber optic,No,No,No,No,No,No
2115-BFTIW,Yes,Fiber optic,No,No,No,No,No,No
0611-DFXKO,Yes,Fiber optic,No,No,No,No,Yes,Yes
7780-OTDSO,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
9747-DDZOS,Yes,Fiber optic,No,No,Yes,No,No,No
0564-JJHGS,Yes,Fiber optic,No,No,No,No,Yes,Yes
3348-CFRNX,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1428-GTBJJ,Yes,Fiber optic,No,Yes,No,No,No,No
8802-UNOJF,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
6313-GIDIT,No,DSL,No,Yes,Yes,No,Yes,Yes
2845-AFFTX,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2249-YPRNG,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7410-YTJIK,Yes,Fiber optic,No,No,No,No,No,No
4626-GYCZP,Yes,Fiber optic,No,No,No,No,Yes,Yes
5590-BYNII,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
3237-AJGEH,No,DSL,No,No,No,Yes,No,No
1591-NFNLQ,Yes,Fiber optic,No,No,Yes,No,No,No
2815-CPTUL,Yes,Fiber optic,No,No,No,No,No,No
0596-BQCEQ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1481-ZUWZA,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
2309-OSFEU,No,DSL,No,No,No,No,No,Yes
1891-FZYSA,Yes,Fiber optic,No,Yes,No,No,Yes,No
7613-LLQFO,Yes,Fiber optic,No,No,No,No,Yes,No
2640-PMGFL,Yes,Fiber optic,No,No,No,Yes,No,No
3801-HMYNL,Yes,Fiber optic,No,No,No,No,Yes,Yes
9685-WKZGT,Yes,Fiber optic,No,No,No,No,No,No
6022-UGGSO,Yes,Fiber optic,No,Yes,No,No,No,No
